model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class,min_rating,mean_rating,max_speed,driver_age_mean,driver_rating_mean,driver_accident_mean,fix_count,avg_destroy_degree,total_work_duration,unique_work_types,feature_min_max_diff,feature_corner,feature_mean,feature_shift,feature_start,feature_quant
Smart ForTwo,economy,petrol,4.36,2013,36344,2018,31.96,engine_fuel,0.1,4.24896551724138,177.53933807611406,33.90229885057471,8.077011494252874,15.174603174603174,34,3.4,890,4,59.056000000000004,-0.09929536077596199,-14.379310344827585,638502,0.26,-0.201
Kia Rio X-line,economy,petrol,4.28,2011,1162,2018,30.26,engine_overheat,0.1,4.354827586206897,180.74876915673576,33.48275862068966,7.8212643678160925,8.658959537572255,34,4.105882352941176,892,3,41.373,-0.006289459160387769,11.323149425287356,339227,9.211,22.584
Kia Sportage,standart,petrol,5.52,2012,27077,2015,36.57,break_bug,0.19,5.129310344827586,109.8369135731954,35.10344827586207,8.033333333333333,7.264367816091954,34,4.076470588235294,950,5,104.669,0.0673212819516159,-44.37991379310345,30883,3.844,-18.127000000000002
Kia Rio X,economy,petrol,3.82,2011,1410,2015,44.62,engine_check,0.1,4.43419540229885,156.0,33.764367816091955,8.158045977011493,15.571428571428571,34,3.3970588235294117,836,3,69.77799999999999,0.10033921218821054,10.062074712643678,411291,-0.265,15.6005
VW Polo,economy,petrol,3.64,2015,88489,2015,36.51,electro_bug,0.0,4.130632183908046,200.0,34.98275862068966,7.954022988505747,6.804597701149425,34,2.8058823529411767,805,4,90.14699999999999,-0.1767058456874032,-5.270712643678161,517585,-0.75,16.483
Kia Rio X-line,economy,petrol,1.92,2013,42550,2018,29.9,break_bug,0.1,5.345344827586207,109.8366296720487,35.54022988505747,8.045977011494253,7.252873563218391,34,3.123529411764706,909,4,29.015,-0.02013978708266852,-5.116683908045977,564366,3.745,3.741
Hyundai Solaris,economy,petrol,4.12,2014,55591,2017,25.26,break_bug,0.1,5.293045977011494,113.32729105817636,34.95977011494253,7.938505747126436,7.011494252873563,34,4.482352941176471,921,4,8.299,0.018105751504447,-2.002913793103448,178309,0.0,0.0
Nissan Qashqai,standart,petrol,2.3,2011,2336,2021,39.0,gear_stick,0.1,4.4350574712643684,103.01150978584414,34.4080459770115,7.908045977011494,9.189655172413794,34,3.7970588235294116,1027,4,16.698999999999998,-0.015111826092132132,-2.131241379310345,733289,-0.0,-0.0
Kia Rio,economy,petrol,4.1,2012,23425,2020,96.33,another_bug,0.1,4.679655172413793,186.4306146680181,33.729885057471265,8.148275862068965,13.6875,34,3.0794117647058825,777,4,73.511,0.011836934978667649,0.047212643678160936,729084,-3.318,19.06575
VW Polo VI,economy,petrol,4.52,2015,76607,2020,27.98,electro_bug,0.0,4.608333333333333,174.93105045656043,34.28735632183908,8.003448275862068,7.781609195402299,34,3.735294117647059,941,4,56.678,0.06245638896415118,11.959,154930,7.38,18.39225
Nissan Qashqai,standart,petrol,4.2,2012,18993,2017,33.3,engine_fuel,0.1,3.895689655172414,167.4128289717246,33.7816091954023,8.104597701149425,16.364341085271317,34,4.029411764705882,878,4,14.959,0.050382183748794516,-3.8256264367816093,442573,0.0,-0.0
VW Polo VI,economy,petrol,5.04,2013,49733,2014,27.21,gear_stick,0.1,4.412011494252874,113.223106284011,32.39655172413793,7.844252873563219,9.25287356321839,34,4.2441176470588236,875,4,51.445,-0.015423413524934025,-12.875896551724137,144032,5.117,-6.29425
Kia Rio X,economy,petrol,3.58,2015,74222,2016,64.99,another_bug,0.29,4.778620689655172,200.0,34.264367816091955,8.112068965517242,14.639344262295081,34,3.7441176470588236,872,4,9.001,-0.02960115451233724,-0.1955287356321839,319847,0.0,-0.0
Hyundai Solaris,economy,petrol,4.96,2015,89569,2021,61.19,engine_ignition,0.1,4.336724137931035,181.63638676795472,34.5919540229885,7.983908045977012,7.247126436781609,34,2.9558823529411766,894,4,54.872,0.021169198265483236,22.631666666666664,551679,1.133,35.40025
Renault Kaptur,standart,petrol,3.04,2012,21873,2018,37.42,engine_overheat,0.1,4.058793103448276,182.5798073250228,32.60344827586207,7.863218390804598,9.701149425287356,34,3.855882352941176,790,3,15.977,-0.04175291039420102,-4.360712643678161,165592,0.0,0.0
VW Polo,economy,petrol,3.0,2012,27176,2019,36.69,engine_fuel,0.1,4.13948275862069,172.48946866820864,35.50574712643678,8.07183908045977,17.827067669172934,34,4.4676470588235295,947,5,60.631,0.10599124860879142,32.25105172413793,507654,-0.26,44.283500000000004
Nissan Qashqai,standart,petrol,4.5,2012,28507,2018,30.58,engine_overheat,0.1,4.098965517241379,193.77956371713069,33.61494252873563,7.875862068965517,8.994252873563218,34,3.8,864,4,38.045,-0.004980866770207735,0.1965689655172414,735693,1.182,7.1915
Audi A4,premium,petrol,2.8,2017,117447,2018,35.54,engine_fuel,0.1,3.9352873563218393,167.26623551013876,36.43103448275862,8.1316091954023,15.691176470588236,34,3.635294117647059,904,4,14.620999999999999,-0.059437168715076975,-3.654597701149425,76536,0.0,0.0
Kia Rio X-line,economy,petrol,3.38,2015,96935,2016,31.78,gear_stick,0.1,4.5200574712643675,110.9300496874061,33.689655172413794,7.797701149425287,9.092485549132949,34,3.6852941176470586,911,4,10.2,0.11974913754580231,-2.548764367816092,391430,0.0,0.0
Renault Sandero,standart,petrol,3.6,2015,81453,2017,49.55,engine_overheat,0.1,3.9972988505747127,185.71162503933007,34.28735632183908,7.786781609195403,8.90643274853801,34,3.4735294117647055,906,5,41.897000000000006,0.05465828496367098,-2.262793103448276,493885,2.299,2.8187499999999996
Kia Sportage,standart,petrol,4.2,2013,40086,2018,39.47,engine_fuel,0.1,3.9291954022988502,167.27612742417642,32.95402298850575,8.1316091954023,19.891666666666666,34,3.423529411764706,880,5,15.639,0.058921590559396185,-4.178913793103448,351925,-0.0,0.0
Kia Rio,economy,petrol,5.72,2015,75451,2019,37.59,break_bug,0.1,5.310402298850574,114.35691546155552,33.810344827586206,7.959770114942529,7.040229885057471,34,3.4176470588235297,810,4,29.01,-0.17392432222368462,-4.402471264367816,243825,-18.741,3.263
Renault Sandero,standart,petrol,5.7,2015,91995,2018,61.9,engine_ignition,0.1,4.071206896551724,199.38606977366172,33.764367816091955,7.927586206896552,7.080459770114943,34,2.726470588235294,912,4,77.362,0.1516223800852009,18.216758620689653,199324,0.23,34.297
Nissan Qashqai,standart,petrol,2.74,2011,3967,2018,48.72,engine_check,0.1,4.601666666666667,161.4673538954248,32.94252873563219,8.138505747126436,18.14516129032258,34,3.3294117647058825,817,4,60.388,-0.03642714166404014,9.656511494252873,394728,2.131,27.4745
Kia Rio X-line,economy,petrol,4.06,2012,22807,2020,40.13,engine_fuel,0.1,4.456954022988506,186.7136927375765,34.224137931034484,8.157471264367816,15.921875,34,3.323529411764706,895,4,48.908,-0.09288855027994278,10.301270114942529,545062,0.387,18.6385
Kia Sportage,standart,petrol,4.28,2015,78106,2016,92.59,another_bug,0.24,4.808045977011495,200.0,34.94252873563219,8.01551724137931,16.57894736842105,34,3.5205882352941176,776,4,66.09700000000001,0.09149470275449291,23.31007471264368,671687,-16.832,34.2415
Renault Kaptur,standart,petrol,4.98,2012,22141,2020,21.95,electro_bug,0.0,4.154655172413793,200.0,33.833333333333336,7.994252873563219,7.350574712643678,34,4.473529411764706,1034,4,45.620000000000005,-0.033344676744485074,-1.4093505747126436,96772,9.971,7.66875
Audi Q3,premium,petrol,3.82,2013,36753,2019,31.18,electro_bug,0.0,4.379425287356321,182.4715160738816,36.5,8.030459770114943,6.988505747126437,34,4.035294117647059,1013,3,16.041,0.1700318714307784,-0.028189655172413786,189567,-0.0,0.05275
Skoda Rapid,economy,petrol,3.9,2016,94475,2019,38.0,engine_overheat,0.1,3.8138505747126437,185.13351393143623,33.839080459770116,7.872413793103448,9.046242774566474,34,4.152941176470588,890,4,46.831999999999994,0.16089733927356778,19.776666666666667,401875,27.126,29.7095
Smart ForFour,economy,petrol,4.22,2016,108474,2020,42.57,another_bug,0.1,4.583620689655172,189.45863308758967,33.666666666666664,8.193678160919541,16.45762711864407,34,5.238235294117647,952,3,60.251000000000005,-0.0652632715740688,-10.437080459770115,233164,-23.003,1.85275
Renault Sandero,standart,petrol,4.88,2015,78165,2018,61.92,engine_check,0.11,4.78971264367816,178.90312821067562,34.44827586206897,8.022413793103448,15.951219512195122,34,2.855882352941176,793,4,67.701,-0.09952362721727406,8.533109195402298,544602,1.402,22.4775
Smart ForFour,economy,petrol,4.0,2016,107579,2018,97.86,another_bug,0.1,4.729597701149426,179.0933336154515,34.241379310344826,8.067241379310346,15.4,34,3.097058823529412,822,4,56.299,-0.026252094286880582,8.85633908045977,237585,-1.062,18.72425
Skoda Rapid,economy,petrol,4.5,2016,108096,2020,60.31,engine_ignition,0.1,4.089540229885058,187.4244699083941,33.275862068965516,7.956896551724138,7.448275862068965,34,2.8147058823529414,893,4,57.569,0.05922092890945603,16.89348275862069,287192,0.597,29.4545
Skoda Rapid,economy,petrol,5.28,2017,125880,2015,31.58,break_bug,0.61,5.318275862068965,112.80837488337376,34.91379310344828,8.003448275862068,7.385057471264368,34,3.376470588235294,921,4,68.193,-0.21069937648614306,-6.809367816091954,613765,7.078,9.37875
Nissan Qashqai,standart,petrol,2.68,2014,63474,2019,59.38,engine_ignition,0.1,3.957298850574713,191.0598350500929,34.132183908045974,8.11551724137931,8.114942528735632,34,2.764705882352941,936,3,31.559,-0.0036953317896110194,12.203528735632185,662684,-0.994,15.873750000000001
Nissan Qashqai,standart,petrol,4.1,2011,1178,2018,74.21,another_bug,0.1,4.787183908045977,177.0,33.40229885057471,8.021264367816093,17.525,34,3.4441176470588233,943,3,10.001,0.02481524989914408,-0.26952873563218394,324614,-0.0,0.001
Smart ForFour,economy,petrol,2.78,2017,121448,2017,78.97,another_bug,0.1,4.6049425287356325,181.51504878391,32.770114942528735,8.057471264367816,17.108527131782946,34,3.1470588235294117,934,4,48.995,0.11719047320380302,-2.4835114942528738,717461,-15.896,4.10025
Renault Sandero,standart,petrol,2.82,2015,86515,2019,48.09,engine_ignition,0.1,4.173563218390805,196.97080029883853,33.87356321839081,7.997126436781609,7.196531791907514,34,3.2676470588235293,809,4,37.737,0.14329237282751367,11.565155172413792,240387,-1.167,17.712
Volkswagen ID.4 ,premium,electro,3.12,2014,61719,2021,53.12,gear_stick,0.1,4.377528735632184,101.94506386459577,33.81609195402299,9.035632183908046,14.609467455621301,34,3.2205882352941178,825,4,15.999,-0.07129950277991298,-2.659522988505747,720501,-0.0,-0.0
Smart ForFour,economy,petrol,5.14,2017,118389,2018,24.96,break_bug,0.23,5.5216091954022986,102.67237012185072,34.275862068965516,8.00632183908046,7.390804597701149,34,3.8911764705882357,946,3,131.706,-0.16494899463813859,-59.43912068965517,337475,-58.043,-28.3175
Tesla Model 3,premium,electro,3.12,2017,135804,2018,120.52,another_bug,0.1,4.487241379310345,197.0,33.701149425287355,9.239080459770115,22.267241379310345,34,3.914705882352941,892,4,65.254,0.014954741768137889,2.8746091954022988,283168,-13.697,13.67
Skoda Rapid,economy,petrol,4.52,2016,105754,2020,35.46,wheel_shake,0.1,4.579655172413793,157.49502353050488,33.793103448275865,8.174137931034483,14.818181818181818,34,4.238235294117647,820,3,11.8,-0.06831318480881063,-1.8045574712643677,737876,-0.0,-0.0
Kia Rio X,economy,petrol,2.7,2013,47444,2016,25.5,break_bug,0.23,5.361091954022989,130.44363634430022,34.132183908045974,8.060344827586206,7.919540229885057,34,3.7911764705882356,982,3,29.012,-0.039877721894683506,-4.503827586206897,648054,2.986,2.985
Smart ForFour,economy,petrol,5.1,2014,53338,2020,48.53,wheel_shake,0.25,4.625287356321839,120.66990761041804,33.867816091954026,8.044252873563218,15.373015873015873,34,3.6088235294117648,821,4,51.660000000000004,0.173803214778921,25.96716091954023,58921,22.744,42.52625
VW Polo VI,economy,petrol,4.34,2015,88567,2014,34.86,break_bug,0.7,5.415172413793104,106.7122315562303,33.55172413793103,8.020689655172413,7.310344827586207,34,3.423529411764706,844,4,8.6,-0.07561656596785614,-2.150166666666667,41191,-0.0,-0.001
Smart ForFour,economy,petrol,4.3,2017,132251,2020,65.52,another_bug,0.1,4.712471264367816,185.5013972767091,33.54597701149425,8.128735632183908,16.449612403100776,34,3.597058823529412,844,4,60.314,-0.00411117188716478,-0.4330862068965517,592288,-0.081,6.61775
VW Polo VI,economy,petrol,7.0,2012,20965,2021,77.42,another_bug,0.1,4.631896551724139,186.0,34.58045977011494,8.142528735632183,15.524193548387096,34,4.232352941176471,805,4,74.425,0.02626763319680218,5.498574712643678,98052,-0.49,12.622
VW Polo,economy,petrol,4.78,2013,37393,2018,52.61,engine_check,0.1,4.312471264367816,162.23220445007,34.132183908045974,8.186206896551724,18.15,34,2.6999999999999997,860,4,72.084,0.11661589880899896,-9.662775862068965,653632,3.133,0.69425
Hyundai Solaris,economy,petrol,2.74,2013,39223,2018,68.15,another_bug,0.34,4.665402298850575,200.0,34.47701149425287,8.102298850574712,14.440677966101696,34,3.9470588235294115,886,4,63.410000000000004,0.040420012044199906,-25.073390804597697,636239,2.184,-15.681000000000001
Smart Coupe,economy,petrol,3.94,2014,64461,2021,50.46,engine_overheat,0.1,4.280287356321839,195.67208347701236,34.166666666666664,7.827011494252874,8.820809248554914,34,2.7794117647058822,802,4,40.228,0.008444311471091204,-2.251574712643678,617110,-2.157,4.21825
Renault Sandero,standart,petrol,5.04,2014,61160,2018,37.86,gear_stick,0.49,4.577471264367817,105.63134565409028,34.47126436781609,7.761494252873563,8.89655172413793,34,3.7323529411764707,868,4,85.137,-0.022224118511599767,-34.666080459770114,513746,-44.406,-14.00475
Smart ForTwo,economy,petrol,2.96,2016,102446,2015,35.99,electro_bug,0.0,4.4158620689655175,188.5210042360043,35.810344827586206,7.922988505747126,7.080459770114943,34,3.7911764705882356,865,4,60.07,0.04529890669313452,9.737810344827585,219228,7.136,21.687
Kia Rio X-line,economy,petrol,3.72,2014,59942,2020,55.24,engine_check,0.1,4.661436781609195,156.0,33.201149425287355,8.105172413793102,16.666666666666668,34,2.5,903,4,10.2,-0.012948623677873531,-2.5608908045977015,348791,-0.0,-0.001
Hyundai Solaris,economy,petrol,4.8,2012,22428,2022,71.89,engine_ignition,0.1,4.107126436781609,185.70008876709463,34.258620689655174,8.02528735632184,8.28735632183908,34,2.158823529411765,823,4,29.735,0.02284838845085225,13.585752873563218,541236,-0.838,18.2205
Smart Coupe,economy,petrol,4.48,2015,73706,2020,21.81,gear_stick,0.1,4.450057471264367,102.93101028595264,33.241379310344826,7.757471264367815,8.637931034482758,34,4.355882352941176,1043,4,35.01,-0.011880531506780341,-6.251275862068965,99569,-11.961,1.043
Smart ForTwo,economy,petrol,4.3,2017,135925,2019,47.1,engine_check,0.1,4.508965517241379,159.11928711742047,33.339080459770116,8.122413793103448,16.84297520661157,34,3.623529411764706,957,4,68.53899999999999,-0.13858017068794348,37.223770114942525,216366,47.355,49.9485
Kia Rio X,economy,petrol,2.66,2015,79739,2017,112.25,another_bug,0.1,4.748850574712644,192.0,34.770114942528735,8.125862068965517,15.173553719008265,34,2.885294117647059,737,4,66.286,-0.005525677609974514,-23.276206896551724,718874,6.778,-15.705
Smart ForFour,economy,petrol,4.16,2016,103879,2020,58.89,engine_check,0.1,4.78712643678161,153.33123859510692,34.03448275862069,8.090229885057472,17.364406779661017,34,3.0500000000000003,866,4,71.047,0.018925571915530418,5.79866091954023,421190,-1.127,10.416
Kia Rio X,economy,petrol,4.34,2011,2052,2020,39.94,wheel_shake,0.1,4.60816091954023,119.0,33.64367816091954,8.127586206896552,15.283582089552239,34,3.9558823529411766,924,4,26.628999999999998,0.022639382650766048,-2.5490344827586204,346894,6.49,1.1332499999999999
Kia Rio X,economy,petrol,3.16,2013,37279,2016,32.65,gear_stick,0.1,4.5360344827586205,118.3410253694232,33.64942528735632,7.856896551724137,9.260115606936417,34,3.511764705882353,865,4,10.001000000000001,-0.0649191816185554,-1.869632183908046,174022,0.0,0.001
Skoda Rapid,economy,petrol,4.18,2013,48710,2016,32.55,electro_bug,0.0,4.226609195402299,182.88740959869523,34.51724137931034,7.98735632183908,7.224137931034483,34,3.1411764705882352,823,4,42.821,-0.2033061321677338,-6.564597701149426,322329,8.43,1.9765
Smart ForTwo,economy,petrol,2.56,2017,118607,2021,36.09,electro_bug,0.0,4.083678160919541,199.6596034749734,34.81609195402299,7.960919540229885,7.103448275862069,34,2.823529411764706,878,4,68.708,0.015435059652564526,3.916419540229885,190528,-0.771,16.8635
VW Tiguan,economy,petrol,4.64,2015,75963,2019,30.3,break_bug,0.1,5.235344827586207,108.68292792464322,34.827586206896555,8.101149425287355,7.264367816091954,34,3.6941176470588233,861,3,66.944,-0.0863696649266336,-15.799241379310343,706718,-17.221,2.116
VW Polo,economy,petrol,2.84,2015,87122,2015,22.59,engine_fuel,0.1,4.171724137931035,177.582355281755,34.08620689655172,8.155172413793103,17.317460317460316,34,4.355882352941176,849,3,78.463,0.07356399004737399,-2.5474482758620693,355575,2.48,7.8965
Nissan Qashqai,standart,petrol,2.76,2015,84411,2021,26.99,engine_fuel,0.1,4.208793103448276,174.3499256041678,32.93103448275862,8.16896551724138,19.1796875,34,4.126470588235295,897,3,42.542,0.0360464566586036,15.570747126436782,477377,-0.652,27.30075
Renault Sandero,standart,petrol,4.84,2014,64523,2021,37.03,engine_fuel,0.1,4.0086781609195405,169.48564000306362,35.201149425287355,8.08448275862069,12.663865546218487,34,3.7941176470588234,795,4,53.297,0.10961333553466576,-2.617867816091954,312424,1.015,4.805
Renault Kaptur,standart,petrol,4.72,2012,22296,2021,56.0,engine_check,0.1,4.497183908045977,167.7380255501655,34.02873563218391,8.13103448275862,16.413793103448278,34,2.679411764705882,944,4,48.122,-0.1446470739114364,0.5752183908045976,47933,12.685,16.262999999999998
VW Tiguan,economy,petrol,4.66,2017,113685,2019,26.14,break_bug,0.42,5.329195402298851,106.21771135588192,36.55172413793103,7.896551724137931,7.718390804597701,34,3.894117647058824,878,4,29.031000000000002,-0.059139169595199104,-7.53469540229885,530264,-6.342,0.667
Nissan Qashqai,standart,petrol,4.1,2013,53682,2015,73.56,another_bug,0.1,4.866551724137931,181.0,34.88505747126437,8.102873563218392,13.231404958677686,34,3.7205882352941178,971,4,63.153999999999996,-0.05687959161771532,10.215850574712643,672396,-12.571,23.32225
Nissan Qashqai,standart,petrol,2.56,2013,40916,2015,41.85,gear_stick,0.1,4.428563218390805,108.12087220913038,33.804597701149426,7.790804597701149,8.948275862068966,34,3.926470588235294,803,3,8.4,-0.10435870812368271,-2.0788678160919543,507105,-0.0,0.001
VW Polo VI,economy,petrol,3.82,2011,1440,2020,49.88,engine_check,0.1,4.559827586206897,161.0,34.247126436781606,8.033333333333333,18.724137931034484,34,3.2941176470588234,782,4,12.999,0.13377774859806865,-2.109764367816092,122703,0.0,-0.0
Renault Kaptur,standart,petrol,3.82,2013,43285,2016,33.71,engine_fuel,0.1,4.176609195402299,180.4621658834473,34.05747126436781,8.072988505747126,17.16216216216216,34,4.735294117647059,1002,4,48.708,-0.020199420603499916,-4.674310344827586,221419,-1.82,11.03725
Kia Rio X,economy,petrol,3.58,2012,23772,2015,53.88,engine_overheat,0.1,3.924367816091954,199.44206761049935,33.52873563218391,7.86551724137931,9.080924855491329,34,2.9499999999999997,794,4,23.363999999999997,-0.0549093629565313,6.773247126436782,734349,-3.062,10.939499999999999
Hyundai Solaris,economy,petrol,3.96,2013,39365,2022,37.62,engine_fuel,0.1,3.947701149425287,187.74796075562335,33.758620689655174,8.152298850574713,14.775,34,4.0058823529411764,921,4,70.539,-0.02847289121247004,1.0091609195402298,323905,-0.525,20.5285
Smart ForTwo,economy,petrol,5.64,2016,93710,2020,27.89,electro_bug,0.0,3.7835632183908046,178.5434383276807,35.333333333333336,7.939655172413793,7.160919540229885,34,4.002941176470588,893,4,55.760999999999996,-0.19421554608674893,-1.8083505747126438,697123,1.139,9.5
VW Polo,economy,petrol,3.76,2015,83379,2020,33.37,electro_bug,0.0,4.001494252873563,200.0,34.94827586206897,8.045977011494253,7.84393063583815,34,3.3088235294117645,901,4,78.713,-0.012361958123520077,-9.23355172413793,498802,6.758,7.79425
Nissan Qashqai,standart,petrol,3.56,2015,87035,2015,37.82,electro_bug,0.0,4.203620689655172,178.0,35.04597701149425,8.11896551724138,8.258620689655173,34,3.1176470588235294,839,4,48.105000000000004,-0.07114153660778796,-1.5706206896551724,502073,-24.366,6.50375
Kia Rio X-line,economy,petrol,6.28,2013,40933,2018,55.16,engine_ignition,0.1,4.153505747126437,178.34142333335305,34.35057471264368,8.047701149425286,7.5,34,3.3117647058823527,1031,4,51.058,-0.13000212713126852,18.9115,233605,0.325,30.912750000000003
Nissan Qashqai,standart,petrol,4.88,2014,65957,2014,45.31,engine_check,0.1,4.690114942528736,152.0,33.94827586206897,8.195402298850574,18.05128205128205,34,3.0441176470588234,973,4,40.142,-0.05632364906063886,22.965936781609194,798,0.49,31.296
MINI CooperSE,business,electro,4.06,2014,59408,2016,76.97,another_bug,0.1,4.648390804597701,177.41122346911746,36.39080459770115,8.2,18.371900826446282,34,3.5794117647058825,898,4,51.013000000000005,-0.059532437500705214,-16.211183908045978,220752,7.694,-7.28425
Kia Rio,economy,petrol,4.4,2015,85135,2016,29.9,electro_bug,0.0,4.357068965517241,171.0,33.96551724137931,8.020114942528735,6.741379310344827,34,3.7588235294117647,754,3,73.954,-0.03287854061989434,-21.134178160919543,556193,-28.798,-2.78825
Tesla Model 3,premium,electro,5.66,2015,87889,2021,106.04,engine_check,0.1,4.665287356321839,157.0,34.5632183908046,9.271264367816093,23.647058823529413,34,3.0500000000000003,890,5,112.468,0.021943488263786833,-2.7248735632183907,678249,1.752,4.08125
Hyundai Solaris,economy,petrol,4.92,2014,67076,2018,36.1,break_bug,0.1,5.190977011494253,115.01107837243276,34.94252873563219,7.998850574712644,7.316091954022989,34,4.526470588235294,934,3,74.79599999999999,0.15154092702111482,-10.600143678160919,143307,0.979,8.497499999999999
BMW 320i,business,petrol,3.74,2013,40760,2020,36.59,gear_stick,0.1,4.530459770114942,96.66877847439612,32.310344827586206,7.79655172413793,9.160919540229886,34,3.8823529411764706,900,3,91.766,-0.08403613184718434,-52.85623563218391,108017,3.022,-45.8025
Nissan Qashqai,standart,petrol,3.78,2015,75017,2022,33.38,engine_overheat,0.1,4.067183908045977,198.49355575567736,34.672413793103445,7.855172413793103,8.953488372093023,34,3.5205882352941176,823,3,50.837,-0.018876559152632425,-0.1817413793103448,682881,-0.788,13.58975
Smart Coupe,economy,petrol,4.54,2017,130890,2020,28.44,gear_stick,0.1,4.448850574712644,95.29709052872508,32.63793103448276,7.907471264367817,9.526315789473685,34,3.5470588235294116,948,4,78.011,0.04491798114021893,-21.07324712643678,365471,-0.494,-0.49775
Smart Coupe,economy,petrol,4.38,2016,96212,2018,32.75,gear_stick,0.1,4.281206896551724,108.13548459938808,33.85057471264368,7.828160919540229,9.248554913294798,34,4.276470588235294,870,4,107.518,0.010138051297479762,-61.904425287356325,19796,1.849,-53.78425
Smart ForTwo,economy,petrol,5.9,2017,123510,2019,32.19,break_bug,0.1,5.366264367816092,108.70420693741124,35.05172413793103,8.047126436781609,7.787356321839081,34,3.385294117647059,793,4,29.025000000000002,-0.13713815614608338,-6.482224137931034,219305,2.0,1.997
Kia Rio,economy,petrol,4.98,2015,79921,2020,25.53,wheel_shake,0.1,4.765747126436781,140.05022153800846,34.45977011494253,8.032758620689656,14.541284403669724,34,3.658823529411765,750,3,43.995,0.05417433855052349,-16.578522988505746,625641,-0.382,-9.2565
Smart ForFour,economy,petrol,3.18,2015,84712,2021,58.32,engine_ignition,0.1,4.106896551724138,199.85385101809825,34.827586206896555,8.06264367816092,7.373563218390805,34,2.947058823529412,877,4,15.981,0.019349920657349716,-4.362431034482759,706923,0.0,-0.0
Kia Rio X,economy,petrol,3.16,2013,44058,2017,25.95,gear_stick,0.1,4.353850574712644,106.29585009889864,34.01149425287356,7.786781609195403,8.994252873563218,34,3.4499999999999997,763,4,76.938,-0.013758031960240096,-31.044160919540232,573283,-1.04,-12.91675
Nissan Qashqai,standart,petrol,5.0,2015,75058,2020,49.1,engine_fuel,0.1,4.370287356321839,194.00585646463287,33.12643678160919,8.107471264367817,15.131578947368421,34,3.402941176470588,850,4,45.696,0.04789291123059669,13.702902298850574,563161,0.698,19.49625
VW Polo,economy,petrol,3.58,2015,79993,2020,38.43,engine_fuel,0.1,4.032988505747126,177.79125608720352,34.660919540229884,8.120689655172415,16.793388429752067,34,3.2294117647058824,860,4,48.697,-0.021128449954467797,-1.2098620689655173,170963,-3.269,6.968
Audi A3,premium,petrol,4.08,2017,131844,2017,32.39,gear_stick,0.1,4.4351724137931035,100.82362867097837,36.21264367816092,7.933908045977011,9.040229885057471,34,3.9764705882352938,788,4,78.773,-0.00701143065770953,13.493655172413794,342517,-4.191,19.05775
VW Polo VI,economy,petrol,4.26,2014,67500,2021,54.92,engine_ignition,0.1,3.886264367816092,194.8139484918855,34.5632183908046,8.029885057471265,7.890804597701149,34,3.2941176470588234,850,4,13.43,0.05831443840126629,-3.087051724137931,445369,0.0,0.0
Skoda Rapid,economy,petrol,4.44,2013,43380,2016,30.43,break_bug,1.14,5.614655172413793,115.4105511045894,35.35057471264368,8.075287356321839,7.672413793103448,34,4.111764705882353,896,4,88.273,-0.12484956379309844,-5.955637931034483,261260,1.972,17.582
Audi Q3,premium,petrol,4.26,2013,40812,2020,32.33,engine_fuel,0.1,4.280689655172414,170.66833416825466,36.270114942528735,8.220689655172414,19.38053097345133,34,4.694117647058824,883,3,48.497,-0.074862653196974,9.709137931034483,109716,2.748,21.39425
Renault Sandero,standart,petrol,4.28,2014,63664,2017,36.65,gear_stick,0.1,4.368850574712644,101.35066955515344,33.44252873563219,7.781609195402299,8.820809248554914,34,3.764705882352941,956,5,60.951,-0.06627663890603862,5.165454022988506,606644,3.982,18.021
VW Tiguan,economy,petrol,4.94,2017,115799,2021,44.6,engine_fuel,0.1,4.180862068965517,179.09614975815202,37.01724137931034,8.03448275862069,16.691056910569106,34,3.6441176470588235,916,4,39.683,-0.01706239961116839,5.705942528735632,428311,1.349,10.13975
Volkswagen ID.4 ,premium,electro,4.28,2017,114851,2020,58.11,engine_fuel,0.1,4.1402873563218385,190.9159427349584,33.36206896551724,9.167241379310344,21.696428571428573,34,3.8323529411764707,926,4,63.399,-0.07868988214221884,7.276505747126437,732807,0.736,26.9045
Kia Rio X,economy,petrol,3.78,2014,65440,2020,29.2,engine_overheat,0.1,3.971034482758621,182.81899273276517,32.52298850574713,7.8212643678160925,9.186046511627907,34,3.908823529411765,1055,4,13.939,-0.06792638398544201,-3.324994252873563,645871,-0.0,-0.001
Hyundai Solaris,economy,petrol,5.64,2015,85634,2021,36.53,gear_stick,0.79,4.394310344827586,111.13270875205193,33.310344827586206,7.79367816091954,9.264367816091953,34,3.7176470588235295,865,5,80.485,-0.03394683625779665,-36.23199425287356,364461,-40.188,-16.34225
Kia Sportage,standart,petrol,4.3,2011,333,2016,37.83,engine_overheat,0.1,3.9861494252873566,194.1824862473049,32.57471264367816,7.854597701149426,9.25287356321839,34,3.8,859,4,15.98,-0.03557303889182779,-4.3629137931034485,331612,-0.0,-0.001
Renault Sandero,standart,petrol,3.64,2014,61069,2020,25.05,engine_overheat,0.1,4.229655172413794,187.2638758380245,33.47126436781609,7.756896551724139,8.850574712643677,34,5.047058823529412,945,3,30.695,-0.15003974187644442,2.287689655172414,253108,10.525,7.056
Hyundai Solaris,economy,petrol,3.44,2012,23820,2018,27.59,electro_bug,0.0,4.366379310344827,195.26724961265023,34.04597701149425,8.02528735632184,7.764367816091954,34,4.408823529411765,879,4,11.076,-0.13411278704810667,0.12316091954022988,540440,-0.0,0.05675
