model,car_type,fuel_type,max_speed,mean_rating,min_rating,avg_destroy_degree,driver_accident_mean,driver_rating_mean,fix_count,total_work_duration,feature_min_max_diff,feature_start,feature_quant,target_class
Kia Rio X-line,economy,petrol,200.0,4.773735632183908,0.1,4.1000000000000005,18.983193277310924,8.13390804597701,34,825,60.721999999999994,4.65,10.01125,another_bug
Nissan Qashqai,standart,petrol,182.40711171431923,4.002298850574713,0.1,2.7588235294117647,7.614942528735632,7.994827586206896,34,935,12.75,-0.0,-0.001,engine_ignition
VW Tiguan,economy,petrol,177.29520056355477,4.179310344827586,0.0,3.7794117647058822,7.5491329479768785,8.016666666666667,34,812,78.047,2.403,-1.88925,electro_bug
VW Polo VI,economy,petrol,120.32273729177884,4.477931034482759,0.1,4.091176470588235,8.482758620689655,7.887356321839081,34,914,114.54599999999999,-47.396,-25.982999999999997,gear_stick
VW Polo VI,economy,petrol,177.2981381736654,4.3148275862068965,0.1,3.597058823529412,18.24,8.059770114942529,34,766,13.942,-0.0,-0.001,engine_fuel
Skoda Rapid,economy,petrol,152.00961431052818,4.51683908045977,0.1,2.6470588235294117,15.638461538461538,8.144252873563218,34,1038,11.601,-0.0,0.0,engine_check
Smart ForFour,economy,petrol,119.0,4.55683908045977,0.1,4.8088235294117645,17.243478260869566,8.108620689655172,34,1120,40.41,10.284,10.71325,wheel_shake
Hyundai Solaris,economy,petrol,186.7842207031385,4.121206896551724,0.1,2.570588235294118,7.068965517241379,7.9494252873563225,34,818,52.217999999999996,-0.212,-2.42525,engine_ignition
Mercedes-Benz GLC,business,petrol,127.47051949945131,4.323793103448276,0.1,3.911764705882353,10.086206896551724,8.255172413793105,34,921,52.574,-27.644,0.17025,gear_stick
VW Polo,economy,petrol,119.0,4.656206896551724,0.44,4.1499999999999995,15.008403361344538,8.139655172413793,34,922,17.1,0.0,0.0,wheel_shake
Smart Coupe,economy,petrol,167.0,4.573620689655172,0.1,3.0647058823529414,19.690265486725664,8.109770114942528,34,805,56.566,-6.662,18.04925,another_bug
Smart ForFour,economy,petrol,200.0,4.091609195402299,0.0,3.8176470588235296,7.804597701149425,8.157471264367816,34,940,9.087,-0.0,0.04075,electro_bug
VW Polo VI,economy,petrol,168.8894381584821,4.539540229885057,0.1,3.7235294117647055,17.80672268907563,8.158045977011493,34,886,4.002000000000001,-0.0,0.0,another_bug
Smart ForTwo,economy,petrol,104.4658514695168,4.569885057471264,0.1,4.347058823529412,8.60344827586207,7.783908045977012,34,1006,14.0,0.0,0.0,gear_stick
Mini Cooper,business,petrol,170.71923754961594,4.679080459770114,0.1,3.176470588235294,17.130769230769232,8.172988505747126,34,841,55.644999999999996,34.784,25.328,engine_check
VW Tiguan,economy,petrol,172.08779508238806,4.86367816091954,0.1,3.7588235294117647,19.653543307086615,8.12816091954023,34,895,69.138,-5.764,4.235,another_bug
VW Polo VI,economy,petrol,167.38091760157695,3.8988505747126436,0.1,4.108823529411764,15.73394495412844,7.9977011494252865,34,958,13.94,-0.0,-0.0,engine_fuel
Smart Coupe,economy,petrol,189.1875556857601,4.329137931034483,0.1,4.855882352941176,15.0,8.059195402298851,34,982,55.838,1.169,48.05225,engine_fuel
Hyundai Solaris,economy,petrol,187.4362886043643,4.805459770114942,0.1,3.2970588235294116,18.103174603174605,8.139655172413793,34,918,60.291,0.728,12.682500000000001,another_bug
Hyundai Solaris,economy,petrol,184.1024563499222,4.026954022988505,0.1,3.4499999999999997,8.545977011494253,7.738505747126437,34,759,39.407,1.678,4.8972500000000005,engine_overheat
MINI CooperSE,business,electro,185.1954015402653,4.762298850574712,0.1,3.652941176470588,15.672566371681416,8.164942528735633,34,862,56.608000000000004,4.945,10.899750000000001,another_bug
Kia Sportage,standart,petrol,186.7902822918467,4.534655172413793,0.1,3.676470588235294,21.584745762711865,8.105747126436782,34,881,49.657999999999994,1.229,30.59925,engine_check
Nissan Qashqai,standart,petrol,113.84261391173504,4.301149425287356,0.1,3.864705882352941,8.919540229885058,7.804597701149425,34,773,11.9,-0.0,-0.00025,gear_stick
Smart ForFour,economy,petrol,181.46709819205057,3.89132183908046,0.1,4.008823529411765,9.408045977011493,7.7666666666666675,34,1003,38.839999999999996,2.192,-0.45625,engine_overheat
Volkswagen ID.4 ,premium,electro,197.0,4.2172413793103445,0.0,4.347058823529412,12.052023121387283,9.122988505747127,34,838,43.634,1.433,7.85225,electro_bug
Kia Rio X,economy,petrol,162.80299103075882,4.662241379310345,0.1,3.0470588235294116,15.726495726495726,8.099425287356322,34,805,62.645,-1.018,16.802,engine_check
VW Polo,economy,petrol,111.28419645369831,5.431494252873564,0.33,3.1470588235294117,6.488505747126437,7.9689655172413785,34,848,67.504,-44.921,-1.605,break_bug
Kia Rio X,economy,petrol,181.2322252094958,4.579885057471264,0.1,4.632352941176471,18.88976377952756,8.17183908045977,34,881,52.737,10.488,6.9005,another_bug
Kia Sportage,standart,petrol,182.0,4.57683908045977,0.1,3.5794117647058825,15.338842975206612,8.158045977011493,34,863,6.0,-0.0,0.001,another_bug
Nissan Qashqai,standart,petrol,112.99088230027456,5.227701149425287,0.1,3.2411764705882353,6.919540229885057,7.975862068965517,34,839,29.016,-4.615,1.394,break_bug
Renault Sandero,standart,petrol,175.58048182195347,3.734080459770115,0.1,4.135294117647058,13.838983050847459,8.013218390804598,34,905,55.574,2.652,34.8325,engine_fuel
VW Tiguan,economy,petrol,125.18672045856871,4.7346551724137935,0.1,3.6852941176470586,13.603305785123966,8.019540229885058,34,870,27.784,10.051,4.371,wheel_shake
Smart ForFour,economy,petrol,110.06039104981753,5.281091954022989,0.1,4.017647058823529,7.242774566473988,8.01264367816092,34,1015,29.017,2.182,2.18,break_bug
Renault Kaptur,standart,petrol,102.879120339451,4.438103448275863,0.1,4.267647058823529,9.114942528735632,7.851149425287356,34,933,93.069,-33.814,1.6949999999999998,gear_stick
VW Polo VI,economy,petrol,185.54671444768323,4.397241379310345,0.0,3.770588235294117,7.2701149425287355,8.001149425287357,34,939,61.147999999999996,-0.516,-4.2485,electro_bug
BMW 320i,business,petrol,200.0,4.641091954022988,0.45,3.5323529411764705,18.748031496062993,8.155172413793103,34,859,53.648,-1.463,-19.455,another_bug
VW Tiguan,economy,petrol,181.29541569964903,4.012241379310344,0.1,3.011764705882353,7.2485549132947975,7.992528735632185,34,749,12.75,-0.0,0.0,engine_ignition
VW Tiguan,economy,petrol,148.0,4.85867816091954,0.15,3.126470588235294,14.338582677165354,7.973563218390805,34,886,52.058,11.889,12.193249999999999,engine_check
VW Polo VI,economy,petrol,111.63192064403034,5.412816091954023,0.46,3.2441176470588236,7.695402298850575,8.02183908045977,34,826,29.011,4.485,4.468,break_bug
Renault Kaptur,standart,petrol,200.0,4.5362068965517235,0.0,2.923529411764706,7.948275862068965,7.961494252873563,34,819,58.431,2.587,4.547,electro_bug
Kia Sportage,standart,petrol,179.10130948259808,4.329885057471264,0.0,4.079411764705882,7.551724137931035,7.996551724137931,34,777,9.01,0.0,0.03075,electro_bug
Smart ForTwo,economy,petrol,185.4665796029404,4.245402298850575,0.1,4.3500000000000005,9.213872832369942,7.853448275862069,34,692,14.789,0.0,0.0,engine_overheat
MINI CooperSE,business,electro,149.0,4.490632183908046,0.1,2.7058823529411766,14.382113821138212,8.194827586206896,34,839,45.378,0.814,16.0535,engine_check
Skoda Rapid,economy,petrol,197.73130911925824,4.054770114942529,0.1,3.7794117647058822,9.087719298245615,7.801724137931035,34,888,47.925,-3.157,-6.57575,engine_overheat
Kia Sportage,standart,petrol,162.6819294917136,4.233908045977012,0.1,3.067647058823529,14.91150442477876,8.122413793103448,34,754,55.355000000000004,0.403,25.08175,engine_fuel
Kia Rio X,economy,petrol,172.16809130590545,4.205287356321839,0.0,3.3705882352941177,7.563218390804598,8.020689655172413,34,821,49.496,-22.544,-9.5455,electro_bug
Kia Rio X-line,economy,petrol,193.83730520037955,4.038793103448276,0.0,3.488235294117647,7.425287356321839,7.950574712643679,34,857,10.09,0.0,0.04775,electro_bug
VW Polo,economy,petrol,175.46332580274452,4.482586206896552,0.1,2.588235294117647,14.819672131147541,8.122988505747127,34,910,34.416,27.334,14.08275,engine_check
Renault Kaptur,standart,petrol,189.0,4.057413793103448,0.1,4.597058823529412,9.31791907514451,7.8999999999999995,34,862,54.346999999999994,30.911,34.830749999999995,engine_overheat
Smart ForTwo,economy,petrol,138.71593872781463,4.6674712643678165,0.1,3.5323529411764705,19.565573770491802,8.182183908045976,34,937,32.242000000000004,12.5,5.23475,wheel_shake
Kia Rio X,economy,petrol,108.41344840053908,4.526494252873563,0.1,3.5205882352941176,9.022988505747126,7.768965517241379,34,850,73.946,-20.589,9.38775,gear_stick
Audi Q3,premium,petrol,200.0,4.6482758620689655,0.1,4.526470588235294,14.61111111111111,8.059195402298851,34,906,46.068,-13.733,4.015750000000001,another_bug
Kia Rio X,economy,petrol,129.36116373687366,4.732586206896552,0.1,3.5176470588235293,15.85593220338983,8.063793103448276,34,952,63.788000000000004,14.023,0.80125,wheel_shake
Smart ForFour,economy,petrol,147.89459568795888,4.250344827586207,0.1,3.076470588235294,20.661016949152543,8.11264367816092,34,879,36.620999999999995,16.059,22.46925,engine_check
Kia Rio,economy,petrol,112.92369444208909,5.1370689655172415,0.1,3.764705882352941,6.7298850574712645,7.986781609195402,34,907,29.024,1.174,1.176,break_bug
MINI CooperSE,business,electro,171.49630932076633,4.554540229885058,0.1,3.8794117647058823,18.360655737704917,8.133333333333333,34,854,62.736000000000004,-1.074,8.49375,another_bug
VW Polo,economy,petrol,114.41908243397704,5.1658045977011495,0.1,4.420588235294118,7.540229885057471,7.991379310344827,34,860,29.019000000000002,3.812,3.814,break_bug
Renault Sandero,standart,petrol,197.9640772229021,4.417701149425287,0.1,3.226470588235294,8.86046511627907,7.8597701149425285,34,971,60.294,-2.295,6.8877500000000005,engine_overheat
VW Polo,economy,petrol,180.8041498787537,4.107873563218391,0.0,2.7823529411764705,7.545977011494253,8.038505747126438,34,823,10.077,0.0,0.03275,electro_bug
Kia Sportage,standart,petrol,155.0,4.462701149425287,0.1,3.432352941176471,17.1640625,8.087356321839081,34,871,89.19999999999999,-0.861,26.954,engine_check
Nissan Qashqai,standart,petrol,183.0,4.141896551724138,0.0,3.014705882352941,7.448275862068965,7.9350574712643684,34,855,10.017999999999999,0.0,0.03175,electro_bug
Smart Coupe,economy,petrol,119.55459960465902,5.323620689655172,0.36,2.7294117647058824,7.35632183908046,8.02471264367816,34,809,78.363,3.768,-14.15925,break_bug
Smart Coupe,economy,petrol,94.15208521064528,5.164080459770115,0.1,3.923529411764706,7.528735632183908,7.925287356321839,34,941,29.005000000000003,3.156,3.154,break_bug
Fiat 500,business,petrol,179.90691797230951,3.9528735632183905,0.1,3.0470588235294116,7.281609195402299,8.100574712643677,34,841,50.519999999999996,-2.368,20.5075,engine_ignition
VW Polo VI,economy,petrol,135.82354914244408,4.748563218390805,0.1,3.302941176470588,16.470588235294116,8.092528735632184,34,966,11.399,-0.0,0.0,wheel_shake
Hyundai Solaris,economy,petrol,183.9983673134217,4.377241379310345,0.0,4.167647058823529,7.827586206896552,8.0183908045977,34,926,57.068,-4.021,2.1952499999999997,electro_bug
Fiat 500,business,petrol,117.55067572372576,4.697413793103449,0.1,3.2529411764705882,9.367816091954023,7.889080459770115,34,727,72.74,-40.025,-24.27575,gear_stick
Kia Rio X,economy,petrol,161.10589592785493,4.619080459770115,0.1,3.1911764705882355,16.51304347826087,8.15632183908046,34,908,13.2,-0.0,0.0,wheel_shake
Renault Sandero,standart,petrol,197.0,4.74367816091954,0.1,3.9676470588235295,17.66393442622951,8.082183908045977,34,916,56.672,-12.516,-3.16675,another_bug
Kia Rio X-line,economy,petrol,167.88180944136872,4.197126436781609,0.1,3.235294117647059,16.085271317829456,8.157471264367816,34,930,52.89,-0.747,21.664749999999998,engine_fuel
VW Tiguan,economy,petrol,191.6125521679012,4.1865517241379315,0.1,3.9558823529411766,8.459770114942529,7.85632183908046,34,935,15.131,-0.0,-0.0,engine_overheat
VW Tiguan,economy,petrol,150.0,4.656034482758621,0.1,2.4441176470588233,15.970873786407767,8.033333333333333,34,787,58.636,2.22,-4.63375,engine_check
Hyundai Solaris,economy,petrol,169.9727719909754,4.211436781609195,0.1,4.5058823529411764,17.4765625,8.168390804597701,34,1037,13.431,0.0,0.0,engine_fuel
VW Polo,economy,petrol,92.5087780636002,4.601494252873563,0.1,3.770588235294117,8.39080459770115,7.772988505747127,34,948,117.144,8.179,11.23675,gear_stick
Kia Sportage,standart,petrol,188.06374077614197,4.300402298850575,0.1,3.2176470588235295,9.045977011494253,7.801724137931035,34,816,54.531,0.466,3.1125,engine_overheat
Audi Q3,premium,petrol,167.61970051996792,4.220862068965517,0.0,3.614705882352941,6.586206896551724,7.957471264367816,34,746,8.031,0.0,0.02775,electro_bug
Smart Coupe,economy,petrol,176.3475000243388,4.512298850574712,0.74,2.7235294117647055,16.8135593220339,8.126436781609195,34,864,15.499,-0.0,-0.0,engine_check
Smart ForFour,economy,petrol,120.21069939675448,4.764827586206897,0.1,3.6588235294117646,9.19186046511628,7.8517241379310345,34,988,40.0,-16.246,0.759,gear_stick
Smart ForFour,economy,petrol,161.20060416831777,4.16367816091954,0.1,3.144117647058824,18.333333333333332,8.059195402298851,34,773,13.599,0.0,0.0,engine_fuel
Smart ForFour,economy,petrol,194.65416658110175,4.081149425287356,0.1,3.5294117647058822,9.267441860465116,7.882183908045977,34,978,12.919,-0.0,0.001,engine_overheat
Smart Coupe,economy,petrol,158.98448056840908,4.744252873563219,0.1,3.8617647058823534,12.991869918699187,8.091379310344829,34,939,48.857,3.187,11.51125,wheel_shake
Kia Sportage,standart,petrol,184.8557951501857,4.430804597701149,0.1,3.0,15.095652173913043,8.092528735632184,34,934,60.066,-8.869,13.0075,another_bug
VW Polo,economy,petrol,158.72552066023994,4.422643678160919,0.1,3.576470588235294,18.0,8.100574712643677,34,904,43.137,-1.881,18.734750000000002,engine_fuel
VW Tiguan,economy,petrol,186.7631212841916,3.931551724137931,0.1,3.414705882352941,8.781609195402298,7.758620689655173,34,831,35.616,-0.561,9.78175,engine_overheat
Renault Sandero,standart,petrol,128.67395470361598,5.448103448275862,0.1,3.6470588235294117,7.32183908045977,8.031609195402298,34,867,29.025000000000002,4.748,4.741,break_bug
Kia Rio X-line,economy,petrol,165.72900522983534,3.9669540229885056,0.1,4.155882352941177,18.766666666666666,8.158620689655171,34,930,50.655,3.568,43.5525,engine_fuel
VW Polo,economy,petrol,153.7975379620222,4.358735632183908,0.1,3.6176470588235294,15.791304347826086,8.135057471264368,34,866,40.688,14.771,7.1845,engine_check
VW Polo VI,economy,petrol,187.2505821065114,4.170344827586207,0.0,4.382352941176471,6.936781609195402,8.019540229885058,34,929,64.21,-11.728,18.869,electro_bug
Audi A4,premium,petrol,189.51007170389656,4.4110344827586205,0.1,3.1852941176470586,9.022988505747126,7.807471264367816,34,839,34.042,2.375,17.11625,engine_overheat
VW Polo VI,economy,petrol,123.70873652922684,4.538390804597701,0.33,3.8764705882352946,14.782945736434108,8.093103448275862,34,822,8.6,0.0,0.0,wheel_shake
Kia Sportage,standart,petrol,167.11877960599983,4.1739080459770115,0.1,3.1323529411764706,15.641666666666667,8.136781609195403,34,831,61.465,3.3,56.688250000000004,engine_fuel
VW Polo,economy,petrol,168.6074237980778,4.630632183908046,0.1,2.4705882352941178,16.049180327868854,8.08448275862069,34,960,51.76,13.608,23.02025,engine_check
Kia Rio X-line,economy,petrol,118.0,4.766551724137931,0.12,2.75,15.328125,7.903448275862069,34,892,36.935,0.178,14.209,wheel_shake
Kia Sportage,standart,petrol,182.90161375425797,3.9064367816091954,0.1,3.991176470588235,15.25,8.055172413793104,34,968,59.33,1.862,11.75,engine_fuel
Renault Sandero,standart,petrol,192.64610498692457,3.972816091954023,0.1,3.0352941176470587,6.649425287356322,7.952298850574713,34,974,41.822,-0.118,24.939500000000002,engine_ignition
Smart ForFour,economy,petrol,120.00098648808525,5.311896551724137,0.1,4.264705882352941,6.862068965517241,8.000574712643678,34,975,95.65299999999999,-57.267,-23.59775,break_bug
VW Polo,economy,petrol,106.35772778014424,4.06867816091954,0.4,3.6,9.436781609195402,7.820114942528736,34,824,84.785,5.424,28.402,gear_stick
Renault Kaptur,standart,petrol,171.0,4.4222413793103446,0.1,3.5176470588235293,9.482758620689655,7.863218390804598,34,874,55.692,14.981,27.457250000000002,engine_overheat
Smart ForTwo,economy,petrol,105.46758568154976,5.625689655172414,0.1,3.7794117647058822,7.712643678160919,8.040229885057471,34,902,29.021,3.131,3.135,break_bug
Hyundai Solaris,economy,petrol,166.23919367735942,4.579770114942528,0.1,2.411764705882353,18.641666666666666,8.086206896551724,34,844,56.178,-1.337,32.3445,engine_check
Skoda Rapid,economy,petrol,200.0,4.871896551724138,0.1,3.426470588235294,15.208,8.03735632183908,34,843,71.707,4.734,22.052500000000002,another_bug
Smart ForFour,economy,petrol,191.08191454102663,3.955574712643678,0.1,4.147058823529412,9.202312138728324,7.780459770114942,34,862,34.168,1.382,-0.402,engine_overheat
Renault Kaptur,standart,petrol,188.0,4.268735632183908,0.1,3.385294117647059,8.804597701149426,7.802873563218391,34,929,35.305,2.272,-0.4885,engine_overheat
Nissan Qashqai,standart,petrol,94.85281121983088,4.283448275862069,0.1,4.229411764705882,9.402298850574713,7.887931034482759,34,1013,77.43599999999999,6.828,3.0965,gear_stick
Kia Rio X,economy,petrol,186.0,3.8601149425287353,0.1,2.485294117647059,7.390804597701149,7.966091954022988,34,825,15.979999999999999,-0.0,0.0,engine_ignition
Hyundai Solaris,economy,petrol,195.0,3.753275862068966,0.0,2.9794117647058824,7.528735632183908,8.005172413793105,34,839,9.093,0.0,0.04975,electro_bug
VW Polo VI,economy,petrol,200.0,4.049597701149425,0.0,5.002941176470588,7.431034482758621,7.975862068965517,34,957,55.413,4.985,17.7135,electro_bug
Smart ForTwo,economy,petrol,199.0133679261376,4.077528735632184,0.1,2.8000000000000003,8.126436781609195,8.025862068965518,34,845,44.036,-0.481,12.225999999999999,engine_ignition
Kia Sportage,standart,petrol,174.11864582581347,4.50603448275862,0.0,3.088235294117647,8.35632183908046,8.030459770114943,34,916,52.633,-23.365,-6.29775,electro_bug
VW Polo,economy,petrol,105.92153806100768,5.3196551724137935,0.1,3.5323529411764705,6.896551724137931,7.967816091954023,34,807,8.199,0.0,-0.001,break_bug
Smart ForFour,economy,petrol,165.4200676391832,4.596781609195403,0.1,3.4000000000000004,17.336,8.057471264367816,34,747,19.1,0.0,0.0,wheel_shake
VW Tiguan,economy,petrol,189.418776342528,3.8718390804597704,0.1,2.9352941176470586,7.057471264367816,7.93735632183908,34,916,56.015,-0.012,4.84975,engine_ignition
VW Polo,economy,petrol,168.0,4.393218390804598,0.1,3.338235294117647,16.805084745762713,8.089080459770114,34,888,68.885,4.14,30.3955,engine_check
Kia Rio X-line,economy,petrol,184.30251364324383,4.299080459770114,0.0,3.161764705882353,7.649425287356322,7.975287356321839,34,837,65.02000000000001,2.169,10.8245,electro_bug
VW Polo,economy,petrol,197.30405923349332,4.022068965517241,0.1,3.9,10.068965517241379,7.900574712643678,34,864,24.744,8.604,5.1185,engine_overheat
Kia Sportage,standart,petrol,117.35411293271132,4.560919540229885,0.1,4.447058823529411,9.17816091954023,7.788505747126437,34,1042,15.3,-0.0,0.001,gear_stick
Audi A3,premium,petrol,200.0,4.272586206896551,0.0,4.3088235294117645,7.0344827586206895,7.9977011494252865,34,797,40.55,7.698,12.387,electro_bug
Hyundai Solaris,economy,petrol,119.0,4.597701149425287,0.1,3.447058823529412,19.140495867768596,8.080459770114942,34,871,44.978,30.03,16.734499999999997,wheel_shake
Hyundai Solaris,economy,petrol,116.39574633496532,5.450287356321839,0.35,3.3911764705882352,7.557471264367816,8.059195402298851,34,714,8.4,-0.0,-0.0,break_bug
Kia Sportage,standart,petrol,191.6640187876739,4.21816091954023,0.1,3.0205882352941176,9.196531791907514,7.829310344827586,34,711,44.131,4.442,-2.38225,engine_overheat
Kia Rio X-line,economy,petrol,200.0,4.791206896551724,0.1,3.4705882352941178,19.89075630252101,8.089080459770114,34,907,8.001,-0.0,-0.0,another_bug
Kia Rio X-line,economy,petrol,174.58479675050268,4.6516091954022984,0.1,2.7058823529411766,16.417391304347827,8.13390804597701,34,891,69.168,-3.687,7.111,engine_check
Skoda Rapid,economy,petrol,197.11626122687056,4.313850574712644,0.0,3.764705882352941,7.103448275862069,8.016091954022988,34,915,55.753,3.384,4.416,electro_bug
Smart ForTwo,economy,petrol,158.0,4.565574712643678,0.54,2.3441176470588236,14.572649572649572,8.099425287356322,34,854,50.416,23.866,10.761,engine_check
Smart ForTwo,economy,petrol,181.35840883362656,4.724482758620689,0.1,3.088235294117647,14.981981981981981,8.147701149425288,34,820,74.50800000000001,2.065,20.4375,engine_check
VW Polo,economy,petrol,119.09966024650632,4.351034482758621,0.1,3.6411764705882352,9.109826589595375,7.833333333333333,34,788,29.011,-24.018,3.983,gear_stick
Skoda Rapid,economy,petrol,118.59316915833226,5.2925287356321835,0.32,3.48235294117647,7.179190751445087,7.981034482758621,34,892,97.254,-27.269,6.3885000000000005,break_bug
MINI CooperSE,business,electro,195.1367262465161,4.308448275862069,0.1,2.9382352941176473,8.206896551724139,8.108620689655172,34,921,51.910000000000004,-0.057,23.703,engine_ignition
Hyundai Solaris,economy,petrol,162.79119462060777,4.7443103448275865,0.22,3.2058823529411766,15.069565217391304,8.14655172413793,34,883,12.3,0.0,0.0,wheel_shake
Nissan Qashqai,standart,petrol,179.9811537995444,4.607413793103449,0.0,3.1411764705882352,7.166666666666667,8.018965517241378,34,905,50.488,4.752,-9.9545,electro_bug
Smart ForFour,economy,petrol,153.33696388741285,4.79103448275862,0.39,2.1941176470588233,17.728,8.065517241379311,34,825,13.901,0.0,-0.0,engine_check
Smart Coupe,economy,petrol,104.77922716181754,5.376149425287356,0.1,4.176470588235294,8.258620689655173,8.01206896551724,34,973,29.029,-25.634,2.373,break_bug
Renault Kaptur,standart,petrol,193.8140948899118,4.102413793103449,0.1,3.394117647058824,9.10344827586207,7.875287356321839,34,923,26.308,6.399,1.1795,engine_overheat
Hyundai Solaris,economy,petrol,191.0,4.966781609195403,0.1,3.4823529411764707,15.34920634920635,8.062068965517241,34,806,8.001,0.0,0.0,another_bug
VW Polo VI,economy,petrol,197.44722010910607,4.045172413793104,0.1,3.841176470588235,8.80232558139535,7.896551724137931,34,858,37.61,-1.058,11.162749999999999,engine_overheat
VW Polo,economy,petrol,106.57751824343904,5.357183908045977,0.1,4.594117647058823,7.902298850574713,8.052873563218391,34,1070,54.493,-11.583,6.23675,break_bug
VW Polo VI,economy,petrol,117.98874953464332,4.503793103448276,0.1,3.9970588235294118,8.591954022988507,7.9270114942528735,34,900,75.617,0.455,1.0939999999999999,gear_stick
Skoda Rapid,economy,petrol,114.0,5.304942528735633,0.1,4.264705882352941,7.431034482758621,8.038505747126438,34,850,81.528,-27.976,2.512,break_bug
Skoda Rapid,economy,petrol,120.7491570030344,4.773793103448276,0.1,3.4647058823529413,16.31858407079646,7.980459770114942,34,866,48.82,16.56,21.99025,wheel_shake
Nissan Qashqai,standart,petrol,196.0,4.191149425287357,0.1,2.764705882352941,7.551724137931035,8.104022988505747,34,906,29.077,1.246,17.89125,engine_ignition
Renault Kaptur,standart,petrol,190.94752262171028,4.307471264367816,0.1,3.385294117647059,16.54237288135593,8.102298850574712,34,906,60.25,1.597,41.78525,engine_fuel
VW Polo VI,economy,petrol,173.93107580561323,4.549080459770114,0.0,3.447058823529412,7.959770114942529,8.004022988505747,34,754,62.326,0.674,-19.9955,electro_bug
Nissan Qashqai,standart,petrol,104.98422467976398,5.415057471264368,0.1,3.273529411764706,7.705202312138728,7.977011494252873,34,746,29.011000000000003,-6.225,3.78,break_bug
VW Polo VI,economy,petrol,194.37575864887563,4.161436781609195,0.1,2.4382352941176473,7.526011560693641,8.074137931034484,34,847,31.311,0.548,21.12075,engine_ignition
Smart ForFour,economy,petrol,180.98073013190012,4.123908045977011,0.1,4.1911764705882355,9.369942196531792,7.830459770114943,34,926,35.007999999999996,7.185,8.2605,engine_overheat
Renault Kaptur,standart,petrol,107.7391980093802,5.298103448275862,0.69,2.926470588235294,7.2988505747126435,7.974712643678161,34,797,40.912000000000006,5.415,8.804499999999999,break_bug
VW Polo VI,economy,petrol,121.11572909053284,4.585114942528736,0.1,3.9558823529411766,15.358333333333333,8.114942528735632,34,748,32.421,12.345,4.2805,wheel_shake
Smart Coupe,economy,petrol,193.0,4.3180459770114945,0.1,2.8441176470588236,7.166666666666667,7.999425287356322,34,1076,15.3,0.0,0.001,engine_ignition
Audi A4,premium,petrol,188.0,4.463218390804598,0.1,3.179411764705882,9.60919540229885,8.0,34,695,33.872,11.981,12.9045,engine_overheat
VW Polo VI,economy,petrol,198.32389317110048,4.076609195402299,0.1,3.7470588235294118,8.988505747126437,7.793103448275862,34,804,51.29600000000001,1.169,2.45575,engine_overheat
Skoda Rapid,economy,petrol,119.0,4.589367816091953,0.1,3.4441176470588233,17.736842105263158,8.064367816091954,34,826,44.001999999999995,0.002,17.45475,wheel_shake
Nissan Qashqai,standart,petrol,193.1903193516084,3.749770114942529,0.1,3.4382352941176473,14.130434782608695,8.15344827586207,34,730,47.982,-3.678,2.2422500000000003,engine_fuel
Smart ForFour,economy,petrol,170.55702493153137,4.4671839080459765,0.1,3.152941176470588,15.584,8.12183908045977,34,905,88.744,-1.662,19.68725,engine_check
Renault Kaptur,standart,petrol,195.8573427531956,4.150459770114942,0.1,3.235294117647059,9.362068965517242,7.900574712643678,34,929,65.517,-0.142,8.346,engine_overheat
Kia Rio X-line,economy,petrol,183.40823464876328,4.372011494252874,0.1,3.905882352941177,9.630057803468208,7.817816091954023,34,935,33.628,8.479,2.16825,engine_overheat
Kia Sportage,standart,petrol,110.49121563092096,5.353793103448276,1.1,3.991176470588235,7.040229885057471,8.01494252873563,34,811,94.412,2.596,-1.21875,break_bug
Smart Coupe,economy,petrol,190.0,4.85264367816092,0.59,3.623529411764706,14.338983050847459,8.167816091954023,34,909,7.001,0.0,0.001,another_bug
Hyundai Solaris,economy,petrol,191.0,4.5329310344827585,0.1,2.926470588235294,16.133928571428573,8.12183908045977,34,799,62.126,8.005,22.7485,another_bug
Kia Rio X,economy,petrol,199.3953804796364,4.150459770114942,0.1,3.1882352941176473,8.936416184971097,7.789655172413793,34,756,15.129,0.0,0.0,engine_overheat
Skoda Rapid,economy,petrol,189.48483782671656,4.095,0.1,3.979411764705883,9.057803468208093,7.8902298850574715,34,978,50.07000000000001,12.944,8.0645,engine_overheat
VW Polo VI,economy,petrol,117.77742212019918,5.539770114942528,0.1,3.408823529411765,8.040229885057471,8.066666666666666,34,811,66.015,0.048,2.6470000000000002,break_bug
VW Polo VI,economy,petrol,200.0,4.433390804597701,0.0,4.3088235294117645,7.511494252873563,8.021264367816093,34,996,43.462999999999994,-4.395,9.868,electro_bug
VW Tiguan,economy,petrol,184.7762604991148,4.107241379310345,0.1,3.2147058823529413,8.436781609195402,7.769540229885058,34,894,42.568000000000005,3.511,27.4345,engine_overheat
Kia Rio,economy,petrol,197.83680572200964,4.025517241379311,0.1,2.4794117647058824,7.045977011494253,7.969540229885058,34,957,65.586,-1.361,31.2605,engine_ignition
Renault Kaptur,standart,petrol,109.2672146508836,4.548103448275862,0.39,2.9499999999999997,9.626436781609195,7.8999999999999995,34,848,29.011,-2.913,2.084,gear_stick
Smart Coupe,economy,petrol,194.6902927915374,4.113735632183908,0.1,3.423529411764706,6.977011494252873,7.961494252873563,34,906,60.891999999999996,1.132,23.57375,engine_ignition
